"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA._T.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA._T.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.D.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.D.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.P.F._Z._T.M.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.P.F._Z._T.M.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.F.F7.T._T.T.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.F.F7.T._T.T.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S121.S1.T.A.FA.R.F._Z.X1._X.N,BBFB1.M.N.DE.W1.S121.S1.T.A.FA.R.F._Z.X1._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.L.FA._T.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA._T.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.D.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.D.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.P.F._Z._T.M.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.P.F._Z._T.M.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.O.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.O.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.N.FA._T.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.N.FA._T.F._Z._T._X.N_FLAGS
1999-04,32051.397,,11808.699,,13316.086,,-1383.656,,8184.866,,125.402,,39490.878,,6405.103,,20028.586,,13057.189,,-7439.481,
1999-05,8709.940,,16322.729,,10885.023,,2464.231,,-21078.030,,115.987,,10466.875,,6718.972,,1304.581,,2443.322,,-1756.935,
1999-06,33364.339,,16919.498,,11739.849,,-287.713,,4938.959,,53.746,,35399.210,,5422.363,,26593.240,,3383.607,,-2034.871,
1999-07,9477.613,,-9478.255,,15792.303,,-264.161,,3573.941,,-146.215,,9276.577,,-7358.936,,16927.352,,-291.839,,201.036,
1999-08,37119.409,,7394.109,,11080.051,,-1684.851,,19901.589,,428.511,,35265.978,,1639.469,,21702.561,,11923.948,,1853.431,
1999-09,23134.457,,5355.730,,12470.269,,-2198.624,,7374.208,,132.874,,33119.728,,7285.612,,17584.688,,8249.428,,-9985.271,
1999-10,24490.564,,14231.386,,5939.632,,3887.412,,546.893,,-114.759,,30191.104,,10135.482,,4722.458,,15333.164,,-5700.540,
1999-11,74670.098,,8811.136,,12897.232,,910.771,,51697.184,,353.775,,50425.406,,-23.471,,25023.637,,25425.240,,24244.692,
1999-12,9575.755,,30746.452,,23368.403,,2293.072,,-46683.611,,-148.561,,31039.747,,33979.553,,11720.673,,-14660.479,,-21463.992,
2000-01,38519.689,,7668.196,,21272.019,,1526.656,,8011.155,,41.663,,38858.619,,3156.084,,1493.338,,34209.197,,-338.930,
2000-02,82313.193,,13482.283,,50469.795,,1002.259,,16920.735,,438.121,,80319.858,,141351.675,,-88886.421,,27854.604,,1993.335,
2000-03,45856.111,,20069.297,,18122.492,,1077.590,,6315.405,,271.327,,61638.487,,26728.659,,2586.460,,32323.368,,-15782.376,
2000-04,30831.316,,13538.505,,5540.455,,-1007.070,,14113.085,,-1353.659,,41671.618,,8278.143,,11193.087,,22200.388,,-10840.302,
2000-05,31859.617,,25267.876,,12483.817,,642.480,,-6363.239,,-171.317,,57437.824,,11615.494,,17273.820,,28548.510,,-25578.207,
2000-06,33214.774,,8030.541,,16351.109,,101.201,,9595.216,,-863.293,,36765.103,,29064.649,,56322.401,,-48621.947,,-3550.329,
2000-07,-3025.832,,-312.092,,19986.181,,1554.404,,-23074.375,,-1179.950,,3862.778,,8993.104,,16251.859,,-21382.185,,-6888.610,
2000-08,48735.352,,10840.582,,15350.018,,2461.836,,20427.949,,-345.033,,34905.937,,20210.174,,603.740,,14092.023,,13829.415,
2000-09,57472.725,,7355.615,,19045.085,,1580.566,,30121.200,,-629.741,,48741.108,,23011.315,,11412.126,,14317.667,,8731.617,
2000-10,39044.017,,15476.831,,10230.909,,1053.131,,12821.314,,-538.168,,22550.453,,11394.206,,10184.953,,971.294,,16493.564,
2000-11,10717.917,,6155.946,,11377.441,,2793.396,,-9142.759,,-466.107,,30878.572,,4828.931,,2360.642,,23688.999,,-20160.655,
2000-12,-15722.125,,-24381.993,,3614.297,,-323.416,,6416.393,,-1047.406,,-15586.980,,-32189.536,,10296.536,,6306.020,,-135.145,
2001-01,44013.519,,9632.161,,27447.339,,399.058,,7935.301,,-1400.340,,43169.266,,2556.013,,362.133,,40251.120,,844.253,
2001-02,49783.779,,7763.122,,13986.927,,-99.278,,29312.637,,-1179.629,,51409.027,,18613.020,,3971.019,,28824.988,,-1625.248,
2001-03,63738.792,,19896.882,,4490.479,,-4034.505,,44878.335,,-1492.399,,74833.664,,6251.775,,1051.469,,67530.420,,-11094.872,
2001-04,19191.058,,287.972,,23747.610,,-7408.023,,3768.478,,-1204.979,,30368.031,,4616.276,,-1041.028,,26792.783,,-11176.973,
2001-05,37887.200,,40541.987,,15070.568,,-2847.089,,-14370.181,,-508.085,,60008.617,,4265.048,,48032.768,,7710.801,,-22121.417,
2001-06,7438.371,,-2593.987,,7531.174,,1767.953,,1059.251,,-326.020,,-5609.777,,5484.669,,36019.014,,-47113.460,,13048.148,
2001-07,-9023.122,,-7169.077,,6478.883,,3554.737,,-12038.730,,151.065,,-4906.444,,4454.324,,11955.258,,-21316.026,,-4116.678,
2001-08,28139.715,,-898.461,,1713.512,,1745.156,,26039.771,,-460.263,,31510.284,,-2037.279,,14695.681,,18851.882,,-3370.569,
2001-09,37441.766,,8880.724,,-5475.996,,-1045.665,,32608.965,,2473.738,,26607.821,,12579.498,,13069.301,,959.022,,10833.945,
2001-10,31448.539,,6190.744,,9238.374,,110.299,,14908.255,,1000.867,,30860.313,,-721.471,,21115.220,,10466.564,,588.226,
2001-11,22552.573,,-10885.907,,5276.300,,1277.997,,27088.319,,-204.136,,1984.859,,-12958.259,,21293.874,,-6350.756,,20567.714,
2001-12,-26892.632,,6624.033,,15005.768,,-250.320,,-45390.472,,-2881.641,,-35463.375,,20094.246,,-13816.874,,-41740.747,,8570.743,
2002-01,18155.129,,-9963.886,,12221.829,,-868.561,,15018.626,,1747.121,,35036.435,,-271.381,,10007.733,,25300.083,,-16881.306,
2002-02,-3932.726,,6187.905,,10950.436,,-1128.310,,-19875.883,,-66.874,,-16677.556,,4703.927,,2990.660,,-24372.143,,12744.830,
2002-03,40187.075,,3022.523,,7228.068,,319.243,,29945.307,,-328.066,,42358.443,,7206.054,,16156.184,,18996.205,,-2171.368,
2002-04,35398.783,,59.677,,5363.870,,-1172.714,,32805.061,,-1657.111,,45988.074,,9951.468,,2501.603,,33535.003,,-10589.291,
2002-05,43905.245,,-4541.597,,12640.956,,464.818,,36719.593,,-1378.525,,51407.937,,14814.034,,18943.083,,17650.820,,-7502.692,
2002-06,640.496,,12284.626,,48.849,,-697.732,,-11598.409,,603.162,,-6182.691,,-1093.022,,33393.783,,-38483.452,,6823.187,
2002-07,33660.743,,4292.120,,11081.224,,4579.942,,13159.844,,547.613,,25614.728,,-4970.531,,21029.971,,9555.288,,8046.015,
2002-08,13326.885,,-527.427,,-3053.357,,1836.927,,15956.944,,-886.202,,16999.867,,2495.709,,10134.987,,4369.171,,-3672.982,
2002-09,46945.662,,13705.809,,-2242.495,,-2582.167,,37812.656,,251.859,,46001.881,,10504.265,,10907.614,,24590.002,,943.781,
2002-10,31598.457,,2911.609,,3949.640,,1282.283,,24024.505,,-569.580,,14953.488,,2531.901,,1757.098,,10664.489,,16644.969,
2002-11,36113.748,,-3153.583,,4678.105,,-919.155,,34665.906,,842.475,,41429.866,,1963.584,,13254.814,,26211.468,,-5316.118,
2002-12,-46683.338,,-6255.696,,342.346,,-618.161,,-38980.714,,-1171.113,,-55587.103,,6928.773,,-10923.067,,-51592.809,,8903.765,
2003-01,35294.648,,11739.103,,2700.587,,563.711,,20194.608,,96.639,,34608.037,,6317.438,,8855.431,,19435.168,,686.611,
2003-02,48375.878,,4100.437,,3000.293,,-1470.313,,42425.094,,320.367,,26709.583,,3665.855,,12429.555,,10614.173,,21666.295,
2003-03,38456.656,,12479.930,,-3014.243,,-1416.607,,29329.225,,1078.351,,51766.788,,21141.713,,14989.789,,15635.286,,-13310.132,
2003-04,31102.499,,-493.852,,505.331,,3827.985,,28711.878,,-1448.843,,26953.098,,2596.646,,8678.747,,15677.705,,4149.401,
2003-05,29599.447,,9.200,,13846.476,,409.960,,14479.452,,854.359,,21425.292,,6991.602,,10785.585,,3648.105,,8174.155,
2003-06,22013.592,,-1909.293,,15191.323,,-1091.600,,10733.617,,-910.455,,8794.685,,6768.172,,16023.707,,-13997.194,,13218.907,
2003-07,781.923,,2760.884,,-682.260,,-762.310,,-308.952,,-225.439,,7978.149,,8847.349,,-303.915,,-565.285,,-7196.226,
2003-08,-23852.581,,-2169.958,,-1930.263,,-284.630,,-20184.677,,716.947,,-29634.036,,756.315,,-3987.854,,-26402.497,,5781.455,
2003-09,26925.681,,2961.102,,2855.225,,1523.342,,19326.562,,259.450,,35648.817,,7138.906,,2238.510,,26271.401,,-8723.136,
2003-10,19269.425,,1684.385,,11448.368,,-1537.094,,7418.321,,255.445,,15334.256,,-11882.251,,34954.544,,-7738.037,,3935.169,
2003-11,8936.920,,1959.067,,-961.959,,-129.868,,8590.537,,-520.857,,5461.921,,7191.670,,-393.996,,-1335.753,,3474.999,
2003-12,6870.022,,2780.936,,2830.891,,1880.616,,298.147,,-920.568,,-8863.322,,121.928,,-4089.202,,-4896.048,,15733.344,
2004-01,40310.333,,7397.941,,7043.503,,1607.847,,24055.316,,205.726,,43808.600,,-4574.292,,23714.506,,24668.386,,-3498.267,
2004-02,1084.353,,-20900.598,,9433.865,,962.393,,11562.215,,26.478,,3002.048,,-19362.789,,11214.094,,11150.743,,-1917.695,
2004-03,49551.213,,9568.849,,16179.681,,-1256.491,,25496.608,,-437.434,,40157.717,,3501.151,,8999.099,,27657.467,,9393.496,
2004-04,25307.734,,-2246.901,,6889.251,,1159.236,,18878.366,,627.782,,-3714.227,,-3625.917,,-1435.703,,1347.393,,29021.961,
2004-05,-5977.225,,2696.127,,12191.064,,1175.928,,-21433.838,,-606.506,,-19879.656,,1117.121,,899.612,,-21896.389,,13902.431,
2004-06,637.425,,8380.389,,14442.885,,536.377,,-23040.196,,317.970,,-19369.201,,3450.437,,5966.385,,-28786.023,,20006.626,
2004-07,13741.667,,580.537,,12695.910,,-1346.885,,2659.304,,-847.199,,20556.581,,894.307,,28568.053,,-8905.779,,-6814.914,
2004-08,28189.950,,-285.449,,6069.246,,1579.224,,21343.824,,-516.895,,21377.992,,-6306.617,,19600.857,,8083.752,,6811.958,
2004-09,63276.309,,7692.995,,4167.286,,-2096.170,,53715.889,,-203.691,,39819.935,,1820.606,,6257.255,,31742.074,,23456.374,
2004-10,12718.185,,1324.503,,10635.050,,3462.213,,-1864.169,,-839.412,,14459.796,,-1993.194,,15970.789,,482.201,,-1741.611,
2004-11,63027.528,,2628.393,,4140.626,,605.233,,55471.334,,181.942,,45375.275,,-454.001,,10992.175,,34837.101,,17652.253,
2004-12,-26554.140,,-8894.084,,202.162,,188.770,,-18671.915,,620.927,,-33148.060,,8909.262,,-11598.886,,-30458.436,,6593.920,
2005-01,57491.292,,5035.711,,16607.018,,3102.650,,32392.493,,353.420,,73188.800,,-2808.651,,22756.003,,53241.448,,-15697.508,
2005-02,64655.079,,7674.911,,29635.155,,2019.894,,25819.105,,-493.986,,49462.044,,3066.709,,21879.316,,24516.019,,15193.035,
2005-03,44434.039,,8260.086,,20500.542,,1034.445,,14317.252,,321.714,,21011.167,,6348.565,,9665.978,,4996.624,,23422.872,
2005-04,77109.855,,5204.602,,18321.328,,-65.184,,54053.280,,-404.171,,58493.599,,276.602,,-15958.849,,74175.846,,18616.256,
2005-05,16176.435,,3573.367,,9049.466,,3301.449,,110.990,,141.163,,8078.498,,1156.532,,18387.974,,-11466.008,,8097.937,
2005-06,14819.632,,11707.012,,23861.551,,239.476,,-20021.396,,-967.011,,1625.104,,2877.668,,64481.216,,-65733.780,,13194.528,
2005-07,19071.425,,1363.384,,-835.133,,-1357.478,,20224.758,,-324.106,,14686.200,,-3884.272,,17810.166,,760.306,,4385.225,
2005-08,-3914.502,,1580.988,,12286.073,,-2785.857,,-14063.894,,-931.812,,-2143.413,,-2288.677,,-1945.543,,2090.807,,-1771.089,
2005-09,54525.449,,8136.292,,17835.605,,-725.232,,27240.077,,2038.707,,52226.279,,8209.108,,22834.640,,21182.531,,2299.170,
2005-10,48216.203,,8648.978,,6100.893,,3143.915,,30529.239,,-206.822,,42790.584,,6884.267,,7948.652,,27957.665,,5425.619,
2005-11,61461.639,,9529.331,,35476.580,,996.657,,16517.872,,-1058.801,,46174.395,,24218.664,,6148.461,,15807.270,,15287.244,
2005-12,-45053.542,,426.493,,16791.821,,-943.504,,-60677.938,,-650.414,,-53036.621,,5298.400,,1757.940,,-60092.961,,7983.079,
2006-01,71101.734,,8138.389,,28637.260,,4186.605,,30113.139,,26.341,,58602.981,,-1436.880,,11595.231,,48444.630,,12498.753,
2006-02,50399.446,,13476.594,,19490.514,,715.950,,18250.742,,-1534.354,,37689.497,,6715.526,,16608.896,,14365.075,,12709.949,
2006-03,64758.292,,10482.047,,14856.647,,20.920,,38972.600,,426.078,,50473.559,,8515.656,,27796.649,,14161.254,,14284.733,
2006-04,15746.170,,7295.978,,3202.981,,1293.637,,5428.471,,-1474.897,,-8147.623,,-5729.040,,-28464.399,,26045.816,,23893.793,
2006-05,41689.924,,4414.735,,4990.784,,396.648,,30820.570,,1067.187,,21604.104,,13765.513,,1141.144,,6697.447,,20085.820,
2006-06,43901.413,,7872.037,,19219.884,,-4830.104,,21598.432,,41.164,,21430.689,,3896.024,,33776.673,,-16242.008,,22470.724,
2006-07,-18863.219,,1607.056,,850.014,,831.528,,-22484.079,,332.262,,-12568.267,,-5743.404,,16945.605,,-23770.468,,-6294.952,
2006-08,33401.313,,2489.870,,947.127,,1032.065,,29630.644,,-698.393,,25465.317,,4287.545,,4016.793,,17160.979,,7935.996,
2006-09,66927.143,,29174.917,,18394.791,,-938.187,,20773.823,,-478.201,,47961.965,,10716.039,,2772.181,,34473.745,,18965.178,
2006-10,28866.109,,13293.343,,16285.606,,1860.596,,-2172.196,,-401.240,,28625.694,,4643.088,,25215.641,,-1233.035,,240.415,
2006-11,70342.839,,7193.774,,31372.232,,2064.513,,29610.358,,101.962,,52331.577,,7934.607,,23284.990,,21111.980,,18011.262,
2006-12,19269.406,,12373.269,,4712.331,,-2130.471,,4656.550,,-342.273,,6929.524,,21601.309,,9942.782,,-24614.567,,12339.882,
2007-01,54350.918,,11461.084,,24940.945,,3126.303,,14364.481,,458.105,,56634.926,,10484.339,,20865.062,,25285.525,,-2284.008,
2007-02,79973.351,,4657.712,,27493.682,,3959.861,,44428.210,,-566.114,,59674.596,,-556.040,,24232.969,,35997.667,,20298.755,
2007-03,44889.510,,15012.204,,14410.263,,1225.768,,14233.111,,8.164,,26007.568,,10603.917,,18683.661,,-3280.010,,18881.942,
2007-04,66723.115,,7507.470,,9109.249,,5991.179,,42900.439,,1214.778,,47924.968,,-481.565,,-682.394,,49088.927,,18798.147,
2007-05,89987.659,,16029.886,,36228.182,,2963.622,,34109.381,,656.588,,70778.465,,1975.594,,36785.553,,32017.318,,19209.194,
2007-06,66666.492,,5552.295,,14200.835,,3105.812,,44320.271,,-512.721,,49596.967,,9402.134,,68728.249,,-28533.416,,17069.525,
2007-07,9100.939,,9815.147,,1324.973,,9577.323,,-11495.388,,-121.116,,11738.472,,-260.358,,20785.222,,-8786.392,,-2637.533,
2007-08,56842.662,,7920.778,,-3534.999,,15122.429,,37313.150,,21.304,,51820.384,,1525.414,,18702.174,,31592.796,,5022.278,
2007-09,88426.478,,8738.763,,5286.448,,7164.343,,66790.176,,446.748,,72580.799,,8950.327,,9206.901,,54423.571,,15845.679,
2007-10,80744.448,,17244.727,,23899.474,,11606.979,,28301.789,,-308.521,,55933.024,,4953.437,,43510.789,,7468.798,,24811.424,
2007-11,73359.508,,-470.882,,2225.783,,9337.682,,62606.077,,-339.152,,44556.881,,-5488.273,,39361.900,,10683.254,,28802.627,
2007-12,-35480.659,,-23.503,,-7583.687,,10388.519,,-38257.130,,-4.858,,-54831.856,,-2768.497,,1644.945,,-53708.304,,19351.197,
2008-01,91742.172,,11709.402,,-223.398,,10693.299,,69251.547,,311.322,,86041.491,,-2234.550,,9070.567,,79205.474,,5700.681,
2008-02,71122.531,,13430.610,,14783.641,,8358.864,,34200.208,,349.208,,48348.468,,-2460.541,,2955.942,,47853.067,,22774.063,
2008-03,58073.380,,7476.096,,20205.507,,-929.317,,30816.789,,504.305,,32958.864,,6534.218,,4813.111,,21611.535,,25114.516,
2008-04,24679.187,,13405.468,,-13638.567,,9253.075,,14570.220,,1088.991,,16179.574,,7301.600,,-43495.775,,52373.749,,8499.613,
2008-05,26065.975,,1707.840,,27224.309,,6663.786,,-8617.147,,-912.813,,9144.263,,-196.659,,23726.258,,-14385.336,,16921.712,
2008-06,13630.262,,10020.090,,11555.487,,1229.972,,-9888.461,,713.174,,577.562,,2356.684,,44079.253,,-45858.375,,13052.700,
2008-07,-8306.630,,3777.058,,1217.328,,5569.462,,-17645.604,,-1224.874,,-6011.984,,-5313.203,,9367.230,,-10066.011,,-2294.646,
2008-08,9209.148,,-4055.314,,1115.381,,1885.586,,10181.865,,81.630,,10346.477,,-190.070,,14805.579,,-4269.032,,-1137.329,
2008-09,74695.481,,11928.204,,-11290.683,,-6836.745,,81381.389,,-486.684,,66715.108,,13469.009,,-1257.658,,54503.757,,7980.373,
2008-10,-48958.602,,7116.166,,-42857.423,,-3985.103,,-12605.352,,3373.110,,-59052.382,,438.175,,-22149.704,,-37340.853,,10093.780,
2008-11,-26805.643,,11838.309,,-15450.131,,2572.801,,-26035.720,,269.098,,-35232.878,,4696.802,,2543.940,,-42473.620,,8427.235,
2008-12,-71991.014,,-24734.400,,-11842.381,,-6824.490,,-26531.506,,-2058.237,,-78194.552,,-4049.675,,-31726.247,,-42418.630,,6203.538,
2009-01,-10326.871,,12379.433,,7793.776,,-3153.601,,-25101.807,,-2244.672,,17255.900,,1351.316,,-22016.586,,37921.170,,-27582.771,
2009-02,-12561.045,,1077.709,,1887.562,,1187.821,,-16985.077,,270.940,,-19008.146,,7626.039,,6229.044,,-32863.229,,6447.101,
2009-03,-18008.394,,11526.099,,2274.639,,-15130.675,,-18330.861,,1652.404,,-42591.265,,1765.992,,-7597.960,,-36759.297,,24582.871,
2009-04,35518.377,,5949.144,,-143.800,,-904.160,,30027.351,,589.842,,28016.639,,-58.067,,-15254.062,,43328.768,,7501.738,
2009-05,8984.235,,6696.678,,21187.779,,5721.978,,-24279.863,,-342.337,,-1826.329,,4973.659,,51146.215,,-57946.203,,10810.564,
2009-06,33914.067,,3918.518,,10565.661,,-4191.167,,23909.374,,-288.319,,2161.533,,-1293.888,,-938.303,,4393.724,,31752.534,
2009-07,-29687.683,,2869.469,,15893.963,,-508.841,,-48034.617,,92.343,,-33946.899,,-1656.902,,-18050.580,,-14239.417,,4259.216,
2009-08,15797.841,,2252.768,,-1112.490,,6704.170,,-1839.929,,9793.322,,9882.104,,20.869,,17970.545,,-8109.310,,5915.737,
2009-09,-6881.194,,9182.377,,10416.938,,1373.686,,-27547.598,,-306.597,,-11010.072,,3798.255,,411.307,,-15219.634,,4128.878,
2009-10,21492.956,,9071.680,,6278.531,,1053.915,,4437.517,,651.313,,524.523,,2967.245,,-8117.300,,5674.578,,20968.433,
2009-11,20221.163,,3925.070,,11699.598,,2363.904,,3754.635,,-1522.044,,3930.668,,4556.172,,6685.786,,-7311.290,,16290.495,
2009-12,-10945.008,,3342.617,,-7424.371,,-1359.801,,-5805.361,,301.908,,-35562.794,,15938.369,,-16587.169,,-34913.994,,24617.786,
2010-01,6105.124,,9746.427,,13273.769,,509.854,,-17480.283,,55.357,,22030.576,,-4044.868,,-2222.123,,28297.567,,-15925.452,
2010-02,32349.487,,13696.166,,-1511.640,,-773.802,,20156.874,,781.889,,20525.257,,5811.130,,13040.478,,1673.649,,11824.230,
2010-03,48241.019,,17555.958,,13049.819,,2759.000,,15062.913,,-186.671,,27667.515,,6957.418,,4993.993,,15716.104,,20573.504,
2010-04,77089.093,,-352.109,,-1617.297,,2086.222,,76855.959,,116.318,,71779.536,,-1774.794,,-9468.874,,83023.204,,5309.557,
2010-05,116716.667,,12037.199,,503.411,,3611.533,,99893.417,,671.107,,116150.576,,8127.937,,30302.606,,77720.033,,566.091,
2010-06,-72916.882,,20846.329,,4726.703,,-663.660,,-97840.024,,13.770,,-85230.429,,-229.655,,-18191.421,,-66809.353,,12313.547,
2010-07,17941.193,,-3395.777,,1422.891,,351.756,,19582.413,,-20.090,,34080.314,,737.149,,-3215.726,,36558.891,,-16139.121,
2010-08,63437.526,,5431.076,,7690.886,,2016.427,,48418.053,,-118.916,,48441.471,,7472.027,,17127.182,,23842.262,,14996.055,
2010-09,13737.185,,8641.421,,14985.777,,4212.261,,-13897.259,,-205.015,,-3180.989,,14140.661,,20396.577,,-37718.227,,16918.174,
2010-10,95249.144,,7254.134,,130741.026,,-840.889,,-41671.054,,-234.073,,105255.980,,-1156.995,,18068.383,,88344.592,,-10006.836,
2010-11,60184.517,,11898.328,,4926.114,,4247.835,,39192.800,,-80.560,,33058.747,,9847.765,,37406.041,,-14195.059,,27125.770,
2010-12,-39768.694,,6484.719,,-17757.297,,-3977.290,,-25339.172,,820.346,,-64970.460,,18798.496,,-50638.286,,-33130.670,,25201.766,
2011-01,21781.207,,13141.026,,12697.386,,-434.418,,-3804.898,,182.111,,15601.700,,2891.279,,7911.286,,4799.135,,6179.507,
2011-02,61020.945,,8438.420,,8863.451,,2148.005,,41548.554,,22.515,,39882.508,,-722.289,,37167.721,,3437.076,,21138.437,
2011-03,-25087.032,,10757.582,,-86.325,,5206.706,,-42153.155,,1188.160,,-54867.272,,5307.881,,-8588.454,,-51586.699,,29780.240,
2011-04,65717.860,,7019.215,,7625.605,,-1902.035,,52412.416,,562.659,,45211.244,,1797.916,,-8516.204,,51929.532,,20506.616,
2011-05,52378.360,,7008.989,,6977.659,,7158.849,,31256.481,,-23.618,,37415.789,,5706.489,,48262.621,,-16553.321,,14962.571,
2011-06,-34043.743,,7772.564,,-5709.332,,245.919,,-36251.496,,-101.398,,-39897.238,,13875.143,,-402.589,,-53369.792,,5853.495,
2011-07,2549.210,,-65.234,,-6636.764,,571.395,,8251.875,,427.938,,10330.855,,1433.385,,-6099.155,,14996.625,,-7781.645,
2011-08,103411.561,,2733.548,,-4173.587,,4076.389,,100883.900,,-108.689,,96008.807,,1710.163,,34568.878,,59729.766,,7402.754,
2011-09,64929.851,,13829.044,,-4706.592,,4825.079,,50662.394,,319.926,,64762.416,,17359.945,,-10811.738,,58214.209,,167.435,
2011-10,10730.568,,-39.468,,1692.108,,5487.927,,3644.872,,-54.871,,-2319.071,,-3914.650,,-17400.539,,18996.118,,13049.639,
2011-11,32947.061,,2553.771,,-483.549,,-450.697,,31590.738,,-263.202,,27847.871,,12259.004,,4916.675,,10672.192,,5099.190,
2011-12,-95178.825,,4156.460,,2728.226,,1658.074,,-104405.638,,684.053,,-99678.068,,12109.397,,-27905.059,,-83882.406,,4499.243,
2012-01,111593.467,,8027.129,,22268.906,,532.788,,80624.462,,140.182,,105674.041,,-2596.251,,-18874.128,,127144.420,,5919.426,
2012-02,54189.271,,9646.461,,4139.125,,1896.449,,37960.469,,546.767,,54127.674,,3632.900,,41894.117,,8600.657,,61.597,
2012-03,87819.162,,12200.474,,6573.989,,-138.896,,68907.859,,275.736,,77302.198,,13179.613,,-12744.288,,76866.873,,10516.964,
2012-04,30835.182,,836.907,,-7197.100,,2792.405,,33822.302,,580.668,,22466.375,,-6831.378,,-17452.984,,46750.737,,8368.807,
2012-05,78007.898,,5832.263,,10501.071,,4194.332,,57272.976,,207.256,,66397.074,,2949.339,,43120.684,,20327.051,,11610.824,
2012-06,2920.235,,10539.086,,-5432.287,,1778.374,,-3945.559,,-19.379,,-5372.137,,11564.183,,3340.630,,-20276.950,,8292.372,
2012-07,29979.353,,5852.380,,12268.176,,5046.865,,6860.129,,-48.197,,29345.347,,1997.552,,4900.515,,22447.280,,634.006,
2012-08,18160.249,,3570.509,,5903.225,,919.291,,7378.332,,388.892,,3632.418,,-3359.209,,4654.925,,2336.702,,14527.831,
2012-09,-21989.988,,5829.696,,10085.598,,278.211,,-37902.101,,-281.392,,-49654.738,,837.265,,-5305.624,,-45186.379,,27664.750,
2012-10,48363.233,,3089.640,,12327.535,,3135.065,,29634.882,,176.111,,33139.451,,332.370,,6133.990,,26673.091,,15223.782,
2012-11,19069.006,,5980.392,,13605.126,,2641.072,,-2849.312,,-308.272,,-4943.560,,9216.266,,25326.732,,-39486.558,,24012.566,
2012-12,-85149.672,,5430.248,,20559.791,,1061.654,,-111839.868,,-361.497,,-109733.958,,19463.482,,-21177.437,,-108020.003,,24584.286,
2013-01,1312.526,,2360.002,,21332.805,,642.770,,-23516.431,,493.380,,13721.664,,714.096,,-5024.949,,18032.517,,-12409.138,
2013-02,29635.654,,5222.658,,6003.056,,2584.315,,16147.049,,-321.424,,14315.438,,-4810.124,,26978.296,,-7852.734,,15320.216,
2013-03,-6252.067,,12207.134,,12493.940,,2940.647,,-33808.008,,-85.780,,-37630.802,,7639.737,,-15088.273,,-30182.266,,31378.735,
2013-04,57688.687,,16111.148,,7766.547,,2742.607,,31012.061,,56.324,,37069.158,,14838.196,,-28649.232,,50880.194,,20619.529,
2013-05,-143.284,,215.847,,25329.157,,5477.912,,-31143.704,,-22.496,,-8084.036,,-1195.137,,33582.862,,-40471.761,,7940.752,
2013-06,3012.208,,9953.066,,4792.597,,-1918.167,,-9853.080,,37.792,,-28478.676,,1534.081,,-20180.761,,-9831.996,,31490.884,
2013-07,-17393.374,,-1001.322,,19638.544,,1601.406,,-36978.189,,-653.813,,-24057.173,,8051.494,,-12721.118,,-19387.549,,6663.799,
2013-08,1427.221,,2967.557,,8953.258,,80.926,,-10999.766,,425.246,,-25140.721,,-4982.173,,4814.364,,-24972.912,,26567.942,
2013-09,9671.113,,9995.940,,4354.960,,1608.906,,-5732.760,,-555.933,,-14475.051,,7301.905,,3007.083,,-24784.039,,24146.164,
2013-10,35963.477,,-4943.902,,10160.933,,2923.288,,28035.163,,-212.005,,15620.983,,4401.002,,1451.919,,9768.062,,20342.494,
2013-11,32976.202,,4748.660,,17588.379,,3538.538,,6693.355,,407.270,,6575.132,,-2314.801,,18284.797,,-9394.864,,26401.070,
2013-12,-85460.149,,12679.679,,-1409.784,,1670.831,,-99669.831,,1268.956,,-113011.322,,19194.164,,-27550.995,,-104654.491,,27551.173,
2014-01,59779.734,,6805.754,,10639.596,,1712.613,,40996.340,,-374.569,,60161.345,,-7699.119,,1723.775,,66136.689,,-381.611,
2014-02,22633.310,,10143.374,,6248.029,,3158.444,,3981.464,,-898.001,,-2532.640,,10748.032,,20224.415,,-33505.087,,25165.950,
